name,country,linked_to,link,jurisdiction,year,active,yr_active,gender,term
"ZAPATA PANTINO-DIRKS, MARJORY JEANETTE",,ROJAMA CONSTRUCTION AND TOOLS RENTAL N.V.,managing director of,AW,2014,1,10,female,ZAPATA
"ZAPATA PANTINO-DIRKS, MARJORY JEANETTE",,ROJAMA CONSTRUCTION AND TOOLS RENTAL N.V.,managing director of,AW,2013,1,9,female,ZAPATA
"ZAPATA PANTINO-DIRKS, MARJORY JEANETTE",,ROJAMA CONSTRUCTION AND TOOLS RENTAL N.V.,managing director of,AW,2012,1,8,female,ZAPATA
"ZAPATA PANTINO-DIRKS, MARJORY JEANETTE",,ROJAMA CONSTRUCTION AND TOOLS RENTAL N.V.,managing director of,AW,2011,1,7,female,ZAPATA
"ZAPATA PANTINO-DIRKS, MARJORY JEANETTE",,ROJAMA CONSTRUCTION AND TOOLS RENTAL N.V.,managing director of,AW,2010,1,6,female,ZAPATA
"ZAPATA PANTINO-DIRKS, MARJORY JEANETTE",,ROJAMA CONSTRUCTION AND TOOLS RENTAL N.V.,managing director of,AW,2009,1,5,female,ZAPATA
"ZAPATA PANTINO-DIRKS, MARJORY JEANETTE",,ROJAMA CONSTRUCTION AND TOOLS RENTAL N.V.,managing director of,AW,2008,1,4,female,ZAPATA
"ZAPATA PANTINO-DIRKS, MARJORY JEANETTE",,ROJAMA CONSTRUCTION AND TOOLS RENTAL N.V.,managing director of,AW,2007,1,3,female,ZAPATA
"ZAPATA PANTINO-DIRKS, MARJORY JEANETTE",,ROJAMA CONSTRUCTION AND TOOLS RENTAL N.V.,managing director of,AW,2006,1,2,female,ZAPATA
"ZAPATA PANTINO-DIRKS, MARJORY JEANETTE",,ROJAMA CONSTRUCTION AND TOOLS RENTAL N.V.,managing director of,AW,2005,1,1,female,ZAPATA
"DE PALM-SALINAS GARZON, BERTHA YOLANDA",,LAS ROCAS 5 CONDOMINIUM ASSOCIATION,proxy w/title administrator of the liquidator of,AW,2016,1,9,female,SALINAS
"DE PALM-SALINAS GARZON, BERTHA YOLANDA",,LAS ROCAS 5 CONDOMINIUM ASSOCIATION,proxy w/title administrator of the liquidator of,AW,2015,1,8,female,SALINAS
"DE PALM-SALINAS GARZON, BERTHA YOLANDA",,LAS ROCAS 5 CONDOMINIUM ASSOCIATION,proxy w/title administrator of the liquidator of,AW,2014,1,7,female,SALINAS
"DE PALM-SALINAS GARZON, BERTHA YOLANDA",,LAS ROCAS 5 CONDOMINIUM ASSOCIATION,proxy w/title administrator of the liquidator of,AW,2013,1,6,female,SALINAS
"DE PALM-SALINAS GARZON, BERTHA YOLANDA",,LAS ROCAS 5 CONDOMINIUM ASSOCIATION,proxy w/title administrator of the liquidator of,AW,2012,1,5,female,SALINAS
"DE PALM-SALINAS GARZON, BERTHA YOLANDA",,LAS ROCAS 5 CONDOMINIUM ASSOCIATION,proxy w/title administrator of the liquidator of,AW,2011,1,4,female,SALINAS
"DE PALM-SALINAS GARZON, BERTHA YOLANDA",,LAS ROCAS 5 CONDOMINIUM ASSOCIATION,proxy w/title administrator of the liquidator of,AW,2010,1,3,female,SALINAS
"DE PALM-SALINAS GARZON, BERTHA YOLANDA",,LAS ROCAS 5 CONDOMINIUM ASSOCIATION,proxy w/title administrator of the liquidator of,AW,2009,1,2,female,SALINAS
"DE PALM-SALINAS GARZON, BERTHA YOLANDA",,LAS ROCAS 5 CONDOMINIUM ASSOCIATION,proxy w/title administrator of the liquidator of,AW,2008,1,1,female,SALINAS
"FLOREZ, MAGNOLIA",,"SABROSURAS VALLUNAS, CON TODO",owner of,AW,2016,1,12,female,FLOREZ
"FLOREZ, MAGNOLIA",,"SABROSURAS VALLUNAS, CON TODO",owner of,AW,2015,1,11,female,FLOREZ
"FLOREZ, MAGNOLIA",,"SABROSURAS VALLUNAS, CON TODO",owner of,AW,2014,1,10,female,FLOREZ
"FLOREZ, MAGNOLIA",,"SABROSURAS VALLUNAS, CON TODO",owner of,AW,2013,1,9,female,FLOREZ
"FLOREZ, MAGNOLIA",,"SABROSURAS VALLUNAS, CON TODO",owner of,AW,2012,1,8,female,FLOREZ
"FLOREZ, MAGNOLIA",,"SABROSURAS VALLUNAS, CON TODO",owner of,AW,2011,1,7,female,FLOREZ
"FLOREZ, MAGNOLIA",,"SABROSURAS VALLUNAS, CON TODO",owner of,AW,2010,1,6,female,FLOREZ
"FLOREZ, MAGNOLIA",,"SABROSURAS VALLUNAS, CON TODO",owner of,AW,2009,1,5,female,FLOREZ
"FLOREZ, MAGNOLIA",,"SABROSURAS VALLUNAS, CON TODO",owner of,AW,2008,1,4,female,FLOREZ
"FLOREZ, MAGNOLIA",,"SABROSURAS VALLUNAS, CON TODO",owner of,AW,2007,1,3,female,FLOREZ
"FLOREZ, MAGNOLIA",,"SABROSURAS VALLUNAS, CON TODO",owner of,AW,2006,1,2,female,FLOREZ
"FLOREZ, MAGNOLIA",,"SABROSURAS VALLUNAS, CON TODO",owner of,AW,2005,1,1,female,FLOREZ
"FLOREZ VERGARA, LILIANA",,"SABROSURAS VALLUNAS, CON TODO",proxy of,AW,2016,1,12,female,FLOREZ
"FLOREZ VERGARA, LILIANA",,"SABROSURAS VALLUNAS, CON TODO",proxy of,AW,2015,1,11,female,FLOREZ
"FLOREZ VERGARA, LILIANA",,"SABROSURAS VALLUNAS, CON TODO",proxy of,AW,2014,1,10,female,FLOREZ
"FLOREZ VERGARA, LILIANA",,"SABROSURAS VALLUNAS, CON TODO",proxy of,AW,2013,1,9,female,FLOREZ
"FLOREZ VERGARA, LILIANA",,"SABROSURAS VALLUNAS, CON TODO",proxy of,AW,2012,1,8,female,FLOREZ
"FLOREZ VERGARA, LILIANA",,"SABROSURAS VALLUNAS, CON TODO",proxy of,AW,2011,1,7,female,FLOREZ
"FLOREZ VERGARA, LILIANA",,"SABROSURAS VALLUNAS, CON TODO",proxy of,AW,2010,1,6,female,FLOREZ
"FLOREZ VERGARA, LILIANA",,"SABROSURAS VALLUNAS, CON TODO",proxy of,AW,2009,1,5,female,FLOREZ
"FLOREZ VERGARA, LILIANA",,"SABROSURAS VALLUNAS, CON TODO",proxy of,AW,2008,1,4,female,FLOREZ
"FLOREZ VERGARA, LILIANA",,"SABROSURAS VALLUNAS, CON TODO",proxy of,AW,2007,1,3,female,FLOREZ
"FLOREZ VERGARA, LILIANA",,"SABROSURAS VALLUNAS, CON TODO",proxy of,AW,2006,1,2,female,FLOREZ
"FLOREZ VERGARA, LILIANA",,"SABROSURAS VALLUNAS, CON TODO",proxy of,AW,2005,1,1,female,FLOREZ
"RAMIREZ SEPULVEDA, ANADELCI",,EL AREPAZO,proxy of,AW,2016,1,12,NA,SEPULVEDA
"RAMIREZ SEPULVEDA, ANADELCI",,EL AREPAZO,proxy of,AW,2015,1,11,NA,SEPULVEDA
"RAMIREZ SEPULVEDA, ANADELCI",,EL AREPAZO,proxy of,AW,2014,1,10,NA,SEPULVEDA
"RAMIREZ SEPULVEDA, ANADELCI",,EL AREPAZO,proxy of,AW,2013,1,9,NA,SEPULVEDA
"RAMIREZ SEPULVEDA, ANADELCI",,EL AREPAZO,proxy of,AW,2012,1,8,NA,SEPULVEDA
"RAMIREZ SEPULVEDA, ANADELCI",,EL AREPAZO,proxy of,AW,2011,1,7,NA,SEPULVEDA
"RAMIREZ SEPULVEDA, ANADELCI",,EL AREPAZO,proxy of,AW,2010,1,6,NA,SEPULVEDA
"RAMIREZ SEPULVEDA, ANADELCI",,EL AREPAZO,proxy of,AW,2009,1,5,NA,SEPULVEDA
"RAMIREZ SEPULVEDA, ANADELCI",,EL AREPAZO,proxy of,AW,2008,1,4,NA,SEPULVEDA
"RAMIREZ SEPULVEDA, ANADELCI",,EL AREPAZO,proxy of,AW,2007,1,3,NA,SEPULVEDA
"RAMIREZ SEPULVEDA, ANADELCI",,EL AREPAZO,proxy of,AW,2006,1,2,NA,SEPULVEDA
"RAMIREZ SEPULVEDA, ANADELCI",,EL AREPAZO,proxy of,AW,2005,1,1,NA,SEPULVEDA
"MUNOZ PIMIENTA, ROSAICELA",,FAVAR GARAGE,proxy of,AW,2016,1,12,NA,MUNOZ
"MUNOZ PIMIENTA, ROSAICELA",,FAVAR GARAGE,proxy of,AW,2015,1,11,NA,MUNOZ
"MUNOZ PIMIENTA, ROSAICELA",,FAVAR GARAGE,proxy of,AW,2014,1,10,NA,MUNOZ
"MUNOZ PIMIENTA, ROSAICELA",,FAVAR GARAGE,proxy of,AW,2013,1,9,NA,MUNOZ
"MUNOZ PIMIENTA, ROSAICELA",,FAVAR GARAGE,proxy of,AW,2012,1,8,NA,MUNOZ
"MUNOZ PIMIENTA, ROSAICELA",,FAVAR GARAGE,proxy of,AW,2011,1,7,NA,MUNOZ
"MUNOZ PIMIENTA, ROSAICELA",,FAVAR GARAGE,proxy of,AW,2010,1,6,NA,MUNOZ
"MUNOZ PIMIENTA, ROSAICELA",,FAVAR GARAGE,proxy of,AW,2009,1,5,NA,MUNOZ
"MUNOZ PIMIENTA, ROSAICELA",,FAVAR GARAGE,proxy of,AW,2008,1,4,NA,MUNOZ
"MUNOZ PIMIENTA, ROSAICELA",,FAVAR GARAGE,proxy of,AW,2007,1,3,NA,MUNOZ
"MUNOZ PIMIENTA, ROSAICELA",,FAVAR GARAGE,proxy of,AW,2006,1,2,NA,MUNOZ
"MUNOZ PIMIENTA, ROSAICELA",,FAVAR GARAGE,proxy of,AW,2005,1,1,NA,MUNOZ
"MUNOZ MARIN, ROBINSON FAVER",,FAVAR GARAGE,owner of,AW,2016,1,12,male,MUNOZ
"MUNOZ MARIN, ROBINSON FAVER",,FAVAR GARAGE,owner of,AW,2015,1,11,male,MUNOZ
"MUNOZ MARIN, ROBINSON FAVER",,FAVAR GARAGE,owner of,AW,2014,1,10,male,MUNOZ
"MUNOZ MARIN, ROBINSON FAVER",,FAVAR GARAGE,owner of,AW,2013,1,9,male,MUNOZ
"MUNOZ MARIN, ROBINSON FAVER",,FAVAR GARAGE,owner of,AW,2012,1,8,male,MUNOZ
"MUNOZ MARIN, ROBINSON FAVER",,FAVAR GARAGE,owner of,AW,2011,1,7,male,MUNOZ
"MUNOZ MARIN, ROBINSON FAVER",,FAVAR GARAGE,owner of,AW,2010,1,6,male,MUNOZ
"MUNOZ MARIN, ROBINSON FAVER",,FAVAR GARAGE,owner of,AW,2009,1,5,male,MUNOZ
"MUNOZ MARIN, ROBINSON FAVER",,FAVAR GARAGE,owner of,AW,2008,1,4,male,MUNOZ
"MUNOZ MARIN, ROBINSON FAVER",,FAVAR GARAGE,owner of,AW,2007,1,3,male,MUNOZ
"MUNOZ MARIN, ROBINSON FAVER",,FAVAR GARAGE,owner of,AW,2006,1,2,male,MUNOZ
"MUNOZ MARIN, ROBINSON FAVER",,FAVAR GARAGE,owner of,AW,2005,1,1,male,MUNOZ
"VALDIVIESO BEJARANO, CLARA INES",,GELI'S RASPAO,owner of,AW,2016,1,12,female,VALDIVIESO
"VALDIVIESO BEJARANO, CLARA INES",,GELI'S RASPAO,owner of,AW,2015,1,11,female,VALDIVIESO
"VALDIVIESO BEJARANO, CLARA INES",,GELI'S RASPAO,owner of,AW,2014,1,10,female,VALDIVIESO
"VALDIVIESO BEJARANO, CLARA INES",,GELI'S RASPAO,owner of,AW,2013,1,9,female,VALDIVIESO
"VALDIVIESO BEJARANO, CLARA INES",,GELI'S RASPAO,owner of,AW,2012,1,8,female,VALDIVIESO
"VALDIVIESO BEJARANO, CLARA INES",,GELI'S RASPAO,owner of,AW,2011,1,7,female,VALDIVIESO
"VALDIVIESO BEJARANO, CLARA INES",,GELI'S RASPAO,owner of,AW,2010,1,6,female,VALDIVIESO
"VALDIVIESO BEJARANO, CLARA INES",,GELI'S RASPAO,owner of,AW,2009,1,5,female,VALDIVIESO
"VALDIVIESO BEJARANO, CLARA INES",,GELI'S RASPAO,owner of,AW,2008,1,4,female,VALDIVIESO
"VALDIVIESO BEJARANO, CLARA INES",,GELI'S RASPAO,owner of,AW,2007,1,3,female,VALDIVIESO
"VALDIVIESO BEJARANO, CLARA INES",,GELI'S RASPAO,owner of,AW,2006,1,2,female,VALDIVIESO
"VALDIVIESO BEJARANO, CLARA INES",,GELI'S RASPAO,owner of,AW,2005,1,1,female,VALDIVIESO
"VELASQUEZ, CLARISCA NEREIDA",,ARUBAANSE VOLKSPARTIJ/CHRISTEN DEMOCRATEN ARUBA,board-member of,AW,2016,1,12,NA,VELASQUEZ
"VELASQUEZ, CLARISCA NEREIDA",,ARUBAANSE VOLKSPARTIJ/CHRISTEN DEMOCRATEN ARUBA,board-member of,AW,2015,1,11,NA,VELASQUEZ
"VELASQUEZ, CLARISCA NEREIDA",,ARUBAANSE VOLKSPARTIJ/CHRISTEN DEMOCRATEN ARUBA,board-member of,AW,2014,1,10,NA,VELASQUEZ
"VELASQUEZ, CLARISCA NEREIDA",,ARUBAANSE VOLKSPARTIJ/CHRISTEN DEMOCRATEN ARUBA,board-member of,AW,2013,1,9,NA,VELASQUEZ
"VELASQUEZ, CLARISCA NEREIDA",,ARUBAANSE VOLKSPARTIJ/CHRISTEN DEMOCRATEN ARUBA,board-member of,AW,2012,1,8,NA,VELASQUEZ
"VELASQUEZ, CLARISCA NEREIDA",,ARUBAANSE VOLKSPARTIJ/CHRISTEN DEMOCRATEN ARUBA,board-member of,AW,2011,1,7,NA,VELASQUEZ
"VELASQUEZ, CLARISCA NEREIDA",,ARUBAANSE VOLKSPARTIJ/CHRISTEN DEMOCRATEN ARUBA,board-member of,AW,2010,1,6,NA,VELASQUEZ
"VELASQUEZ, CLARISCA NEREIDA",,ARUBAANSE VOLKSPARTIJ/CHRISTEN DEMOCRATEN ARUBA,board-member of,AW,2009,1,5,NA,VELASQUEZ
"VELASQUEZ, CLARISCA NEREIDA",,ARUBAANSE VOLKSPARTIJ/CHRISTEN DEMOCRATEN ARUBA,board-member of,AW,2008,1,4,NA,VELASQUEZ
"VELASQUEZ, CLARISCA NEREIDA",,ARUBAANSE VOLKSPARTIJ/CHRISTEN DEMOCRATEN ARUBA,board-member of,AW,2007,1,3,NA,VELASQUEZ
"VELASQUEZ, CLARISCA NEREIDA",,ARUBAANSE VOLKSPARTIJ/CHRISTEN DEMOCRATEN ARUBA,board-member of,AW,2006,1,2,NA,VELASQUEZ
"VELASQUEZ, CLARISCA NEREIDA",,ARUBAANSE VOLKSPARTIJ/CHRISTEN DEMOCRATEN ARUBA,board-member of,AW,2005,1,1,NA,VELASQUEZ
"CAPRILES-PACHECO GUILLEN, ROXANA PAOLA",,NAME IT,proxy of,AW,2016,1,12,female,GUILLEN
"CAPRILES-PACHECO GUILLEN, ROXANA PAOLA",,NAME IT,proxy of,AW,2015,1,11,female,GUILLEN
"CAPRILES-PACHECO GUILLEN, ROXANA PAOLA",,NAME IT,proxy of,AW,2014,1,10,female,GUILLEN
"CAPRILES-PACHECO GUILLEN, ROXANA PAOLA",,NAME IT,proxy of,AW,2013,1,9,female,GUILLEN
"CAPRILES-PACHECO GUILLEN, ROXANA PAOLA",,NAME IT,proxy of,AW,2012,1,8,female,GUILLEN
"CAPRILES-PACHECO GUILLEN, ROXANA PAOLA",,NAME IT,proxy of,AW,2011,1,7,female,GUILLEN
"CAPRILES-PACHECO GUILLEN, ROXANA PAOLA",,NAME IT,proxy of,AW,2010,1,6,female,GUILLEN
"CAPRILES-PACHECO GUILLEN, ROXANA PAOLA",,NAME IT,proxy of,AW,2009,1,5,female,GUILLEN
"CAPRILES-PACHECO GUILLEN, ROXANA PAOLA",,NAME IT,proxy of,AW,2008,1,4,female,GUILLEN
"CAPRILES-PACHECO GUILLEN, ROXANA PAOLA",,NAME IT,proxy of,AW,2007,1,3,female,GUILLEN
"CAPRILES-PACHECO GUILLEN, ROXANA PAOLA",,NAME IT,proxy of,AW,2006,1,2,female,GUILLEN
"CAPRILES-PACHECO GUILLEN, ROXANA PAOLA",,NAME IT,proxy of,AW,2005,1,1,female,GUILLEN
"IRAUSQUIN, CIRO OCTAVIO",,TEEBAH AIRLINES N.V.,proxy of,AW,2016,1,11,male,OCTAVIO
"IRAUSQUIN, CIRO OCTAVIO",,TEEBAH AIRLINES N.V.,proxy of,AW,2015,1,10,male,OCTAVIO
"IRAUSQUIN, CIRO OCTAVIO",,TEEBAH AIRLINES N.V.,proxy of,AW,2014,1,9,male,OCTAVIO
"IRAUSQUIN, CIRO OCTAVIO",,TEEBAH AIRLINES N.V.,proxy of,AW,2013,1,8,male,OCTAVIO
"IRAUSQUIN, CIRO OCTAVIO",,TEEBAH AIRLINES N.V.,proxy of,AW,2012,1,7,male,OCTAVIO
"IRAUSQUIN, CIRO OCTAVIO",,TEEBAH AIRLINES N.V.,proxy of,AW,2011,1,6,male,OCTAVIO
"IRAUSQUIN, CIRO OCTAVIO",,TEEBAH AIRLINES N.V.,proxy of,AW,2010,1,5,male,OCTAVIO
"IRAUSQUIN, CIRO OCTAVIO",,TEEBAH AIRLINES N.V.,proxy of,AW,2009,1,4,male,OCTAVIO
"IRAUSQUIN, CIRO OCTAVIO",,TEEBAH AIRLINES N.V.,proxy of,AW,2008,1,3,male,OCTAVIO
"IRAUSQUIN, CIRO OCTAVIO",,TEEBAH AIRLINES N.V.,proxy of,AW,2007,1,2,male,OCTAVIO
"IRAUSQUIN, CIRO OCTAVIO",,TEEBAH AIRLINES N.V.,proxy of,AW,2006,1,1,male,OCTAVIO
"HURTADO VILLA, CARLOS ARIEL",,GERLUZ RENT A CAR EN BODY SHOP,proxy of,AW,2016,1,12,male,HURTADO
"HURTADO VILLA, CARLOS ARIEL",,GERLUZ RENT A CAR EN BODY SHOP,proxy of,AW,2015,1,11,male,HURTADO
"HURTADO VILLA, CARLOS ARIEL",,GERLUZ RENT A CAR EN BODY SHOP,proxy of,AW,2014,1,10,male,HURTADO
"HURTADO VILLA, CARLOS ARIEL",,GERLUZ RENT A CAR EN BODY SHOP,proxy of,AW,2013,1,9,male,HURTADO
"HURTADO VILLA, CARLOS ARIEL",,GERLUZ RENT A CAR EN BODY SHOP,proxy of,AW,2012,1,8,male,HURTADO
"HURTADO VILLA, CARLOS ARIEL",,GERLUZ RENT A CAR EN BODY SHOP,proxy of,AW,2011,1,7,male,HURTADO
"HURTADO VILLA, CARLOS ARIEL",,GERLUZ RENT A CAR EN BODY SHOP,proxy of,AW,2010,1,6,male,HURTADO
"HURTADO VILLA, CARLOS ARIEL",,GERLUZ RENT A CAR EN BODY SHOP,proxy of,AW,2009,1,5,male,HURTADO
"HURTADO VILLA, CARLOS ARIEL",,GERLUZ RENT A CAR EN BODY SHOP,proxy of,AW,2008,1,4,male,HURTADO
"HURTADO VILLA, CARLOS ARIEL",,GERLUZ RENT A CAR EN BODY SHOP,proxy of,AW,2007,1,3,male,HURTADO
"HURTADO VILLA, CARLOS ARIEL",,GERLUZ RENT A CAR EN BODY SHOP,proxy of,AW,2006,1,2,male,HURTADO
"HURTADO VILLA, CARLOS ARIEL",,GERLUZ RENT A CAR EN BODY SHOP,proxy of,AW,2005,1,1,male,HURTADO
"ARROYAVE PIEDRAHITA, CLAUDIA ALEXANDRA",,CHANGE BEAUTY SALON,owner of,AW,2016,1,12,female,PIEDRAHITA
"ARROYAVE PIEDRAHITA, CLAUDIA ALEXANDRA",,CHANGE BEAUTY SALON,owner of,AW,2015,1,11,female,PIEDRAHITA
"ARROYAVE PIEDRAHITA, CLAUDIA ALEXANDRA",,CHANGE BEAUTY SALON,owner of,AW,2014,1,10,female,PIEDRAHITA
"ARROYAVE PIEDRAHITA, CLAUDIA ALEXANDRA",,CHANGE BEAUTY SALON,owner of,AW,2013,1,9,female,PIEDRAHITA
"ARROYAVE PIEDRAHITA, CLAUDIA ALEXANDRA",,CHANGE BEAUTY SALON,owner of,AW,2012,1,8,female,PIEDRAHITA
"ARROYAVE PIEDRAHITA, CLAUDIA ALEXANDRA",,CHANGE BEAUTY SALON,owner of,AW,2011,1,7,female,PIEDRAHITA
"ARROYAVE PIEDRAHITA, CLAUDIA ALEXANDRA",,CHANGE BEAUTY SALON,owner of,AW,2010,1,6,female,PIEDRAHITA
"ARROYAVE PIEDRAHITA, CLAUDIA ALEXANDRA",,CHANGE BEAUTY SALON,owner of,AW,2009,1,5,female,PIEDRAHITA
"ARROYAVE PIEDRAHITA, CLAUDIA ALEXANDRA",,CHANGE BEAUTY SALON,owner of,AW,2008,1,4,female,PIEDRAHITA
"ARROYAVE PIEDRAHITA, CLAUDIA ALEXANDRA",,CHANGE BEAUTY SALON,owner of,AW,2007,1,3,female,PIEDRAHITA
"ARROYAVE PIEDRAHITA, CLAUDIA ALEXANDRA",,CHANGE BEAUTY SALON,owner of,AW,2006,1,2,female,PIEDRAHITA
"ARROYAVE PIEDRAHITA, CLAUDIA ALEXANDRA",,CHANGE BEAUTY SALON,owner of,AW,2005,1,1,female,PIEDRAHITA
"GIRALDO ROLDAN, ANDREY",,ARUBA CONCRETE SPECIALIST GALLERY FACTORY DECORATION IN PLASTER,owner of,AW,2016,1,12,male,GIRALDO
"GIRALDO ROLDAN, ANDREY",,ARUBA CONCRETE SPECIALIST GALLERY FACTORY DECORATION IN PLASTER,owner of,AW,2015,1,11,male,GIRALDO
"GIRALDO ROLDAN, ANDREY",,ARUBA CONCRETE SPECIALIST GALLERY FACTORY DECORATION IN PLASTER,owner of,AW,2014,1,10,male,GIRALDO
"GIRALDO ROLDAN, ANDREY",,ARUBA CONCRETE SPECIALIST GALLERY FACTORY DECORATION IN PLASTER,owner of,AW,2013,1,9,male,GIRALDO
"GIRALDO ROLDAN, ANDREY",,ARUBA CONCRETE SPECIALIST GALLERY FACTORY DECORATION IN PLASTER,owner of,AW,2012,1,8,male,GIRALDO
"GIRALDO ROLDAN, ANDREY",,ARUBA CONCRETE SPECIALIST GALLERY FACTORY DECORATION IN PLASTER,owner of,AW,2011,1,7,male,GIRALDO
"GIRALDO ROLDAN, ANDREY",,ARUBA CONCRETE SPECIALIST GALLERY FACTORY DECORATION IN PLASTER,owner of,AW,2010,1,6,male,GIRALDO
"GIRALDO ROLDAN, ANDREY",,ARUBA CONCRETE SPECIALIST GALLERY FACTORY DECORATION IN PLASTER,owner of,AW,2009,1,5,male,GIRALDO
"GIRALDO ROLDAN, ANDREY",,ARUBA CONCRETE SPECIALIST GALLERY FACTORY DECORATION IN PLASTER,owner of,AW,2008,1,4,male,GIRALDO
"GIRALDO ROLDAN, ANDREY",,ARUBA CONCRETE SPECIALIST GALLERY FACTORY DECORATION IN PLASTER,owner of,AW,2007,1,3,male,GIRALDO
"GIRALDO ROLDAN, ANDREY",,ARUBA CONCRETE SPECIALIST GALLERY FACTORY DECORATION IN PLASTER,owner of,AW,2006,1,2,male,GIRALDO
"GIRALDO ROLDAN, ANDREY",,ARUBA CONCRETE SPECIALIST GALLERY FACTORY DECORATION IN PLASTER,owner of,AW,2005,1,1,male,GIRALDO
"MANTILLA BARON, YANETH ROCIO",,NEOCOAL CORPORATION A.V.V. (I.L.),liquidator of,AW,2016,1,9,female,MANTILLA
"MANTILLA BARON, YANETH ROCIO",,NEOCOAL CORPORATION A.V.V. (I.L.),liquidator of,AW,2015,1,8,female,MANTILLA
"MANTILLA BARON, YANETH ROCIO",,NEOCOAL CORPORATION A.V.V. (I.L.),liquidator of,AW,2014,1,7,female,MANTILLA
"MANTILLA BARON, YANETH ROCIO",,NEOCOAL CORPORATION A.V.V. (I.L.),liquidator of,AW,2013,1,6,female,MANTILLA
"MANTILLA BARON, YANETH ROCIO",,NEOCOAL CORPORATION A.V.V. (I.L.),liquidator of,AW,2012,1,5,female,MANTILLA
"MANTILLA BARON, YANETH ROCIO",,NEOCOAL CORPORATION A.V.V. (I.L.),liquidator of,AW,2011,1,4,female,MANTILLA
"MANTILLA BARON, YANETH ROCIO",,NEOCOAL CORPORATION A.V.V. (I.L.),liquidator of,AW,2010,1,3,female,MANTILLA
"MANTILLA BARON, YANETH ROCIO",,NEOCOAL CORPORATION A.V.V. (I.L.),liquidator of,AW,2009,1,2,female,MANTILLA
"MANTILLA BARON, YANETH ROCIO",,NEOCOAL CORPORATION A.V.V. (I.L.),liquidator of,AW,2008,1,1,female,MANTILLA
"VELASQUEZ ECHEVERRI, MIGUEL EDUARDO",,NEOCOAL CORPORATION A.V.V. (I.L.),liquidator of,AW,2016,1,9,male,VELASQUEZ
"VELASQUEZ ECHEVERRI, MIGUEL EDUARDO",,NEOCOAL CORPORATION A.V.V. (I.L.),liquidator of,AW,2015,1,8,male,VELASQUEZ
"VELASQUEZ ECHEVERRI, MIGUEL EDUARDO",,NEOCOAL CORPORATION A.V.V. (I.L.),liquidator of,AW,2014,1,7,male,VELASQUEZ
"VELASQUEZ ECHEVERRI, MIGUEL EDUARDO",,NEOCOAL CORPORATION A.V.V. (I.L.),liquidator of,AW,2013,1,6,male,VELASQUEZ
"VELASQUEZ ECHEVERRI, MIGUEL EDUARDO",,NEOCOAL CORPORATION A.V.V. (I.L.),liquidator of,AW,2012,1,5,male,VELASQUEZ
